__label__贴片电容 , 	贴片 电容 贴片 电容 贴片 电容 1000 uf 6.3 v 1000 uf 6.3 v 8 * 10.5 400.0 0.278 lc
__label__直插瓷片电容 , 	ck45 e3dd103zygna 瓷片 电容器 ck45 0.01 uf 2kv e 80 20% long kink
__label__线对板线对线连接器 , 	管脚 插座 连接器 vert pwr conn hdr 9 polarizing peg
__label__功率电感 , 	mwsa1004 1r5mt 1.5 uh ± 20% smd 10.5 x11.5 x4.0 mm sunlord
__label__功率电感 , 	fnr3010s120mt 磁封胶 功率 绕线 电感 12 ± 20% μ h 饱和电流 0.65 a 3.0 3.0 1.0 mm cjiang
__label__轻触开关 , 	pts645vl31 2lfs through hole c k
__label__FFCFPC连接器 , 	afa07 s06fcc fpc 连接器 1.0 mm 卧式 下接 6p js
__label__直插瓷片电容 , 	de2e3ky332ma2bm01f 瓷片 电容器 3300pf 2 50v rms 20% l s 5mm bulk long
__label__拨码开关 , 	nds 06v 正拨 高杆 直插 拨码 开关 6pin 位 间距 2.54 mm 6 位 插件 拨码 dip 12 diptronics
__label__贴片电容 , 	1n 1n 50v x7r c9 0402 c9 1711.039 1577.803 0.0 bottom
__label__FFCFPC连接器 , 	afc08 s26fcc fpc 连接器 0.8 mm 卧式 下接 26p js
__label__安装型大容量电容 , 	cap alum 330 uf 20% 4 50v snap
__label__发光二极管 , 	19 21surc s530 a3 tr8 led smd smd led
__label__直插瓷片电容 , 	de2f3ky103ma3bm02f 瓷片 电容器 10000pf 2 50v rms 20% l s 7.5 mm bulk long
__label__贴片电容 , 	cap ceramic z5u 20 80% 0.027 uf 0.4 ceramic cabinet
__label__FFCFPC连接器 , 	ffc 连接线 22p 间距 0.5 mm 10cm lianxian 连线
__label__钽电容 , 	tantalum capacitor case size y esr 0.1 68 uf 10v pc 200
__label__直插电解电容 , 	18 电解电容 470 uf 10v 6 * 8mm ± 20% 高频 低阻 1 ec4 200000
__label__贴片电感 , 	inductance 100uh 805 0.2 mlz2012n101lt000 mlz2012n101lt000 0.02 2000 reel 16k 3 5days
__label__贴片电阻 , 	22 1 61a.0603 1002f0 贴片 电阻 rc 10k 0603 1% 1 10w 100ppm 1 r0603 厚膜 rc0603fr 0710kl r15 12
__label__贴片高精密-低温漂电阻 , 	tc0325f6803t5e 1 6w 680k ω 25ppm 680k 贴型 ± 25ppm ℃ 贴型 ± 1% 0603 uni royal
__label__排针排母 , 	a2541wv 9p 针座 连接器 0.100 2.54 mm 2.54 排针 直插 9 位 连接器
__label__功率电感 , 	smdri127 1r5nt 1.5 uh dcr 0.09 r idc 10a ± 30% smd 12.3 x12.3 x8mm sxn
__label__压敏电阻 , 	ste10d301k1en0fsb0r0 270v 2.5 ka 品 330v 500v 10d301k 300 270 330 2 50v 300v through hole ste
__label__五向开关 , 	tsx073g50d 250 250gf 贴片 带柱 7 * 7 * 5 双 弹片 smd bright
__label__电平转换移位器 , 	138 56a.45 sn74lv01 电平 转换 sn74lv1t126dbvr 电平 转换 sot 23 40 125 ℃ 单通道 4 sot 23 sn74lv1t126dbvr u4 u54 u55 u76 220
__label__带灯开关 , 	k6 6142d01 白色 带灯 开关 through hole d10xh9.8 mm hro
__label__功率电感 , 	swpa4020s560mt 片式 电感 56 μ h ± 20% dcr 0.8 ω 4.0 4.0 mm sunlord
__label__采样电阻 , 	cr1812jr091e04r ± 5% 0.091 ω r091 贴型 贴型 1 2w 0.091 1812 ever ohms 天二
__label__贴片高精密-低温漂电阻 , 	rn732attd2000b25 thin film resistors 200ohm 0805 0.1% 25p pm 100mw 100v koa
__label__32位微控制器-MCU , 	贴片 ic mcu mcu arm m32f105rct6 64lqfp m32f105rct6 lqfp64 1 20 2000 30000
__label__稳压二极管 , 	pdz6.2 b zener diode 1n4148ws v sod323 nexperia pdz6.2 b 115 300 9920 7000 1000
__label__采样电阻 , 	pa2512fke7w0r01e metal current sensor 2512 1% 50p
__label__拨动开关 , 	sk 12d07 l3 b 2 档侧 拨 可过 手感 极佳 抗腐蚀 24 3mm 拨动 开关 through hole xkb
__label__轻触开关 , 	ksc443j70shlfg smd 6.2 x6.2 x5.2 mm c k
__label__贴片电阻 , 	805 1132 11.3 k r39 1 3
__label__FFCFPC连接器 , 	6 卧式 座 smd 0.5 mm fpc 连接器 卧式 smt 贴装型 接型 带锁式 j1 1 20
__label__发光二极管 , 	ltst c170tbkt led smd blue clear 466nm liteon
__label__贴片高精密-低温漂电阻 , 	tc0525b3002t5e ± 25ppm ℃ 30k 25ppm ± 0.1% 贴型 贴型 30k ω 1 4w 0805 uni royal
__label__排阻 , 	135 2 0 0603 a4 exb 38v472jv rp7 rp8 res array 4.7 k ohm 5% 4 res smd aoc0000ce1 . pdf
__label__16位微控制器-MCU , 	ic mcu 16bit 64kb flash 10x10mm 64lqfp mc56f8037vlhr qfp 400
__label__压敏电阻 , 	vcas060309a200rp 22v 9v 0603
__label__无源晶体振荡器 , 	159 1 x1 50.0 mhz kyocera cx2016db50000f0grsc1
__label__发光二极管 , 	18 225 y2b3c a01 3t 黄蓝 双色 光 0603
__label__磁珠 , 	bead ferrite 100 mhz l6 0805 l6 2539.37 551.181 90.0 top
__label__金属膜电阻 , 	resistors metal film t514194 mff04ff1800a10 180r 0.4 w 1% mf40ss metal film resistor royal ohm 1000
__label__电平转换移位器 , 	电平 转换 ic 24m 推挽 2m 开漏 txs0104eqpwrq1 txs0104eqpwrq1 1 tssop14 50
__label__发光二极管 , 	led green 2ma 5mm diffused technologies hlmp 4740 516 1327 nd 0.29 ledt1.75 cabinet
__label__压敏电阻 , 	180kd14 15v 14v 18v 36v 1ka 18 15 21.6 21.6 v through hole brightking
__label__轻触开关 , 	ts 1103s b r 12 12 12.5 贴片 160gf 轻触 开关 smd xkb
__label__板对板连接器 , 	5177984 3 conn plug 80pos vert fh . 8mm
__label__发光二极管 , 	12 21 y2c hp1q1 2c 黄光 smd 3x1mm
__label__直插电解电容 , 	capacitors al electrolytic e603297 mcumr6v3337m8x5 330 uf 6.3 v 3.5 mm 8x5 al el capacitor multicomp 419
__label__采样电阻 , 	ma251220jr010fz 2w 贴型 5% 0.01 贴型 ± 5% 0.01 ω 合金 电阻 ± 50ppm ° c 2512 ever ohms 天二
__label__采样电阻 , 	rlm25jecr040 1w 贴型 0.04 ω 贴型 0.04 ± 5% 合金 电阻 ± 50ppm ° c 2512 ta i
__label__贴片电容 , 	贴片 瓷片 电容 10u 25v 1206 10% c80 c81 c82 1206 3 100
__label__贴片高精密-低温漂电阻 , 	arg05ftc2873 287k ω 2873 ± 1% 287k 贴型 贴型 1 8w ± 25ppm 0805
__label__功率电感 , 	ynr4030 1r0n 4.15 a 1.0 uh ± 30% smd 4.0 x4.0 x3.0 mm yjycoin 益嘉源
__label__可调电阻电位器 , 	rs301111c01l 滑动 电位计 10 kohms 20% tht w snap mnt alps 阿尔卑斯
__label__EPROM存储器 , 	9 27c512 von siemens dil28 u2 gs t 28 s
__label__直插电解电容 , 	18.0 4.0 c33 c37 c49 c52 001 00201 01 cap 47 uf 63v 20% elyt rad 001 00201 01 eca 1jm470
__label__轻触开关 , 	tc fs66d c c 轻触 开关 ip67 6 * 6 * 5 插脚 260gf xkb
__label__轻触开关 , 	ts 1002 12526 插件 轻触 开关 260gf through hole 6x6x12.5 mm xunpu 普
__label__无源晶体振荡器 , 	16734 xrgegcnanf 晶振 18.0 mhz 18pf taitien 720
__label__贴片电阻 , 	mcr03ezpfx2372 rohm semiconductor 23.7 k ω resistor rt
__label__绕线电阻 , 	rws01j51r0a520nh 51 ω 510 1w 51 ± 5%
__label__功率电感 , 	sdr0604 101kl 固定 电感器 100uh 10% smd 0604
__label__功率电感 , 	nrs8030t6r8mjgj fixed ind 6.8 uh 3.4 a 37.7 mohm taiyo
__label__贴片电阻 , 	60.0 10906046 贴片 电阻 102 1206 30000.0
__label__可调电阻电位器 , 	rkjxu1210006 多向 开关 slide type lever reset mech potentx2 alps 阿尔卑斯
__label__直插电解电容 , 	capacitor pth 6 3x5x5xmm 22 uf 35v 20% umt1v220mdd 3 1520
__label__贴片电感 , 	smd inductor 22uh special 1 meisongbei coilcraftabracon msrh4d22 220n or msrh4d28 220m ormss5121 223ml or aspi 0428s 220 200
__label__贴片电容 , 	0.1 uf 25v 贴片 电容 c50 c52 c1206 2 10
__label__直插瓷片电容 , 	ct7 x5y5u1e102msew 1nf 10 ± 20% 1nf 102 2 50v ac through hole fenghua
__label__功率电感 , 	gdo0810p 150m 15uh ± 20% 12.3 * 9.3 mm gotrend
__label__船型开关 , 	sddjf31000 翘板 开关 dpst snap right angle alps 阿尔卑斯
__label__贴片电阻 , 	贴片 电阻 221 ± 5 ％ 电阻 r55 r57 r67 r68 r69 r70 1206 60 6
__label__PTC热敏电阻 , 	tfpt0603l1500fv 541 1167 1 nd ptc thermistor 150 ohms 0603 1608 metric
__label__贴片高精密-低温漂电阻 , 	arg05ftc16r2n ± 25ppm ℃ ± 1% 1 8w 贴型 16.2 ω 16r2 16.2 贴型 0805
__label__发光二极管 , 	hl pc 3216s52fc l 1206 红色光 波长 620nm 1206
__label__无源晶体振荡器 , 	y2 cadpart xtal 8mhz 8pf aec q200 smd production ndk nx3225gd 8mhz std cra 3
__label__功率电感 , 	frh1207b 471mt ± 20% 470uh 0.79 a smd 12.5 x12.5 x8mm cjiang
__label__贴片高精密-低温漂电阻 , 	tc0650f2211t5e 50ppm 贴型 ± 50ppm ℃ 贴型 1 3w 2.21 k 2.21 k ω ± 1% 1206 uni royal
__label__无源晶体振荡器 , 	x206024mpd2sc yt 26m 15pf 24mhz 20ppm radial 2x6mm
__label__直插电解电容 , 	c127 uhe1e471mpd6 alum nichicon 470mf 25v aluminum electrolytic cap d10xh20
__label__安规电容 , 	mp2683kgc3rlc 275v 68nf ± 10% 275vac x2 安规 电容 10 through hole p 10mm srd
__label__拨动开关 , 	ss 1270r 拨动 开关 smd risheng 昇
__label__采样电阻 , 	sr731jttdr820f ± 1% 1 4w 贴型 0.82 ω r820 ± 200ppm ° c 0.82 贴型 0603 koa
__label__电池座夹附件 , 	连接器 纽扣 电池 座 cr2032 直插 cr2032 ws060013 1 9200
__label__螺丝钉接线端子 , 	1 9p 單邊 插座 1238 dip
__label__排阻 , 	rp200 100r mnr04m0apj101 res array 100r 5% convex
__label__功率电感 , 	etqp4m470yfn 电器 电源 方案 ± 20% 47uh smd
__label__贴片高精密-低温漂电阻 , 	ar03ftc1373 25ppm ± 1% 137k 137k ω 1373 贴型 贴型 1 16w 0603
__label__轻触开关 , 	k2 6639sp p4sc 04 smd hro
__label__贴片电阻 , 	贴片 电阻 1206 1 4w 30r ± 5% 1206 1 500 500 r110
__label__采样电阻 , 	cr2512fr511e04r 1w 0.511 0.511 ω r511 贴型 ± 600ppm ° c 贴型 ± 1% 2512 ever ohms 天二
__label__功率电感 , 	ssl0804hc 470m n ± 20% 47uh smd 12.95 x9.40 x5.21 mm chilisin
__label__金属膜电阻 , 	1 9.09 k r1 4w r5 res 1 4w 1% metal film 9.09 k yaego mfr 25fbf 9k09 digi key 9.09 kxbk nd 0.11 0.11 mf generic ok
__label__排针排母 , 	68000 200hlf 集管 线 壳 . 100cc str header amphenol
__label__贴片电阻 , 	198.0 1.0 r308 24.9 k 1% r0603 res smd 24.9 kohm 1% 1 16w 0603 lt lf 20
__label__功率电感 , 	slh1207s100mtt ± 20% 10uh smd 12x12x8mm sunltech
__label__贴片电阻 , 	r10 r51 0 ohms 0402 resistor tbd 0402 600wind 0 ohms er0504020r00
__label__功率电感 , 	tmpc0312h 4r7mg ± 20% 4.7 uh smd 3.5 x3.2 x1mm tai tech
__label__直插瓷片电容 , 	mlcc 引线 sr301c474kaa cap . cer . 0 47 uf 100v 10% x7r
__label__贴片高精密-低温漂电阻 , 	117 3 r1004 r1009 r1010 51k res 51k 1 10w 0.1% 25ppm rt0603brd0751kl 0.001
__label__贴片高精密-低温漂电阻 , 	tr0402b51k0q1050z 薄膜 电阻 51k 51k ω 51k ± 0.1% ± 50ppm ℃ 50ppm 贴型 63mw 贴型 0402 ever ohms 天二
__label__压敏电阻 , 	621kd20j through hole brightking
__label__发光二极管 , 	e6c1615rgbc3uda 贴片 发光 二极管 led 1615 红 绿 蓝
__label__安规电容 , 	mp2683kvc3rlc 68nf 320v ± 10% x2 安规 电容 320vac 10 through hole p 10mm srd
__label__功率电感 , 	fnr4020s750mt 磁封胶 功率 绕线 电感 75 ± 20% μ h 饱和电流 0.77 a 4.0 4.0 2.0 mm cjiang
__label__旋转编码开关 , 	ec12e1240406 编码器 5 volts through hole alps 阿尔卑斯
__label__贴片高精密-低温漂电阻 , 	10r * 0.1% 0.125 w 25ppm r40 0805r 1.0
__label__贴片高精密-低温漂电阻 , 	ar02dtd0300 ± 50ppm ℃ 贴型 贴型 30 ± 0.5% 30 ω 0300 1 16w 0402
__label__功率电感 , 	72 电感 wlpqhd4015f1r0me h 1.5 mm dcr 25m ω rated dc 5a smd 4015 l3 l4 2 1.0 uh ± 20% 4.0 * 4.0 * 1.5 mm wlpqhd4015f1r0me 年盈 1
__label__直插电解电容 , 	capacitors al electrolytic e573835 ekm475m2ad11rr 4u7 100v 2mm 5x11 105c al el capacitor ekm samxon 15000
__label__采样电阻 , 	0.025 r 1206 1% 250mw rl1206fr 07r025l 1 4.00 r39 r70 r76 r80
__label__采样电阻 , 	hoyh1206 1w 300mr 1% 0.3 ω ± 1% 1w 1206 milliohm 毫欧
__label__钽电容 , 	c18 tantalum capacitor 220 µ t520y227m010ate040
__label__贴片高精密-低温漂电阻 , 	ar02dtc7502 ± 0.5% 1 16w 75k ω 7502 75k 贴型 贴型 0402
__label__贴片高精密-低温漂电阻 , 	ar02btc1503 150k ± 0.1% 贴型 150k ω 1503 ± 25ppm ℃ 贴型 1 16w 0402
__label__贴片电阻 , 	0402wgj0623tce royal ohm smd resistor 0402 62k
__label__薄膜电容 , 	cap film pet 100nf 2 50v ac radial ecq u2a104ml
__label__薄膜电容 , 	phe426dj5100jr05 薄膜 电容器 100volts 0.010 uf 5% ls 5mm kemet
__label__直插电解电容 , 	62 电解电容 47 uf 50v 6.5 * 12 c1 c56 2 0.0520
__label__采样电阻 , 	rlp32kr002ftp ± 100ppm ° c 0.002 ± 1% 贴型 0.002 ω r002 合金 电阻 1w 贴型 1206 kamaya 釜 屋 电机
__label__贴片电阻 , 	1 480 2001010064 电阻 smd rs 03k330jt 0603 33r 5% 1 10w 件 r642 r656 r1041 r1042 4 20 0.3 b 80
__label__功率电感 , 	yprh5d28 100m 10uh 1.3 a 65m ω ± 20% smd 5.7 x5.7 x3mm yjycoin 益嘉源
__label__采样电阻 , 	cr2512jr240e04r 0.24 ω 0r24 ± 5% ± 600ppm ° c 贴型 1w 贴型 0.24 2512 ever ohms 天二
__label__轻触开关 , 	uk b0219 dp25y 50ma 轻触 6 * 6 * 7.3 方头 10w 插件 250gf 12vdc 行程 0.25 ± 0.1 mm 轻触 开关 6 * 6 方头 插件 250gf through hole usakro 美韩
__label__贴片高精密-低温漂电阻 , 	rn732attd3600b25 thin film resistors 0805 360 ohms 0.1% 25ppm koa
__label__贴片高精密-低温漂电阻 , 	arg03ftc2703 ± 25ppm ± 1% 贴型 1 10w 270k ω 2703 贴型 270k 0603
__label__薄膜电容 , 	capacitors film capacitors e701251 bfc236851222 2n2 400v 10mm mkt capacitor 2222 368 51222 4726
__label__插拔式连接器 , 	p200 p201 socket 2x20 1.27 mm smd samtec sfc 120 t2 l d a k tr
__label__肖特基二极管 , 	d12 diode schottky 1a smb 214aa top diode schottky 1a smb mbrs130t3g fec 1459070
__label__连接器附件套件 , 	harting 09 30 000 9901 polarizing pin
__label__电容器阵列与网络 , 	电容器 阵列 网络 clle1ax7r1a334m050ac clle1ax7r1a334m050ac 电容器 阵列 网络 0805 10v 0.33 uf x7r 20% 70ph esl
__label__功率电感 , 	sdt0804t 150m n 15uh ± 20% 1.8 a smd 12.95 x9.4 x5.08 mm chilisin
__label__功率电感 , 	cdrch12d78bnp 150mc induct array 2 coil 15uh smd sumida
__label__功率电感 , 	fxl0624 2r2 m ± 20% 2.2 uh 成型 电感 合金 电感 超大 电流 smd 6.6 x7.0 x2.2 mm cjiang
__label__排针排母 , 	a2005wv 2p 针座 连接器 0.079 2.00 mm 2.0 排针 直插 2 位 连接器
__label__采样电阻 , 	wslp25123l000fea current sense resistors 3watts . 003ohms 1%
__label__电子线材连接线 , 	跳线 自制 0.6 * 10 jumper 0.6 x10 10000 jp6
__label__采样电阻 , 	15 2 erj 8bwfr075v 75mr r11 r12 r1206 smd chip resistor thick film current sense resistors smd 1w 0.075 ohm 1%
__label__贴片电容 , 	cc1 cc2 cc3 150p grm1555c1h151j t 0402 0.05 50v c0g
__label__直插电解电容 , 	c1 6.8 uf 400v 105 ℃ ￠ 10 * 13mm 1
__label__贴片电阻 , 	510k 0805 1% 1
__label__功率电感 , 	wpn252012hs100mt ± 20% 10uh smd 2.5 x2.0 x1.2 mm sunlord
__label__贴片电感 , 	l310 l310a l310b l310d ind chip wirewound install coilcraft 0402cs 43nxjlw 43nh l0402 2 402 5
__label__旋转编码开关 , 	hadr 16 ter ` 4x1pins dip h 0mm tht 微型 旋转 编码 开关 h h 4.5 mm 16positon switch 10 * 10mm rotary actuator arrow sungmun 星 炆
__label__贴片电阻 , 	102 301013391 2 3500 res 1.8 m 1% 0603 erj 3ekf1804v
__label__贴片电阻 , 	10k resistor r46 0402 r46 1503.0 537.811 270.0 top
__label__轻触开关 , 	ts 1096b a2b3 d2 轻触 开关 3 * 6 * 5.0 mm 边二脚侧 按侧 插 250gf yuandi 元迪
__label__功率电感 , 	cd54yp0504 150m ± 20% 15uh smd 5.8 x5.2 x4.5 mm yjycoin 益嘉源
__label__贴片高精密-低温漂电阻 , 	tc0525b2552t5e 25ppm 1 4w 25.5 k ω 贴型 贴型 25.5 k ± 0.1% ± 25ppm ℃ 0805 uni royal
__label__功率电感 , 	vls6045ex 331m fix ind 330uh 470ma 1.44 ohm smd
__label__功率电感 , 	vls201610et 1r0n 固定 电感器 1uh
__label__光耦 , 	q06 20020001 60 62010000010 光耦 acpl 247 500e 四路 3000vrms 3us soic16 16pin smd acpl 247 500e 1500
__label__轻触开关 , 	ts 1010dgs br11026 260gf 12 12 11.0 贴片 轻触 开关 260gf smd 12 12 11.0 mm xunpu 普
__label__MOSFET , 	p 场效应管 si2301 si2301 q1 q2 q3 sot 23 mcc 3.0 3000
__label__轻触开关 , 	uk b0205 g4.3 160 b 轻触 3 * 6 * 4.3 插件 160gf through hole 3 * 6 * 4.3 mm usakro 美韩
__label__贴片电阻 , 	35.0 10906009 贴片 电阻 20k 0805 30000.0
__label__贴片电容 , 	11 100nf 25v 2 c5 c6 6000
__label__采样电阻 , 	sy1206ajr025 0.025 ω r025 ± 5% 1206 sanyear 叁 叶源
__label__多功能开关 , 	k1 1511sa 02 9.5 * 8.9 mm hro
__label__采样电阻 , 	lcsr2512fr007q9l ± 50ppm ± 1% 3w 0.007 ω 0.007 ± 50ppm ° c 贴型 贴型 2512 resistortoday 开步
__label__直插瓷片电容 , 	3.3 nf 1 kv high voltage ceramic disc 562r5gad33
__label__压接端子 , 	amp 60900 4 cut strip 端子 wt tab rec 24 20 010 cut strip of 100
__label__直插电解电容 , 	直插 电解电容 5 电解电容 470 uf 16v 脚间距 5.0 mm 15mm rb.15 . 3 500 c6 插装
__label__功率电感 , 	sph201610ur47mt 片式 电感 0.47 uh ± 20% dcr 0.043 ω 2.0 1.6 mm sunlord
__label__贴片高精密-低温漂电阻 , 	tc0525d4701t5e 1 4w 贴型 ± 25ppm ℃ 4.7 k ω ± 0.5% 4.7 k ω 0.5% 25ppm 0805 贵司 c55720 只是 阻值 贴型 25ppm 0805 uni royal
__label__贴片电阻 , 	22 0402 电阻 750r 1% 0402 1
__label__PTC热敏电阻 , 	ptc ptft0805l1000jw ptft0805l1000jw nd thermistor ptc 100 ohm 5% 0805
__label__功率电感 , 	sdr0805 100ml 固定 电感器 10uh 20% smd 0805
__label__贴片电阻 , 	47 resistor r27 0402 r27 1194.472 672.291 0.0 top
__label__贴片电容 , 	c101 102 105 106 108 111 112 113 118 201 202 205 206 208 211 212 213 ceramic 0.1 uf 50 v x7r 10% 1206 c1206c104k5ractu 80 c1206c104k5r 0.07 y
__label__采样电阻 , 	ww08wr820ftl ± 1% 1 4w 0.82 ω r820 0.82 ppm ℃ ± 100 0805
__label__贴片电阻 , 	贴片 电阻 0r ± 5 ％ 电阻 r28 r51 r64 1206 30 3
__label__压敏电阻 , 	а р р varistor 压敏 电阻 10k361 7 5x1 6 12x4 2 dip 2
__label__轻触开关 , 	pts820j20kpsmtrlfs 250gf smd 4.4 x2.9 x2mm c k
__label__功率电感 , 	cdrh3d28np 3r3nc 固定 电感器 3.3 uh 2.0 a 0.577 ohms sumida
__label__贴片电容 , 	42 65a.0603 220g1j 陶瓷 电容 cc 220 0603 5% 50v c0g 2 0603 c0g kemet c0603c220j5gac7411 c530 c544 110
__label__轻触开关 , 	pts645vk832lfs 红色 dip c k
__label__发光二极管 , 	e6c0603ygac1uda 贴片 发光 二极管 led 0603 黄绿
__label__贴片电阻 , 	20k smd chip resistor thick film 20 kohm 200 v 1206 3216 metric 330 mw 1% sg73p series r1206 koa speer sg73p2bttd2002f 600 9920 7000 1000
__label__功率电感 , 	yprh0704 681m ± 20% 4.63 ω 0.22 a 680uh smd 7.3 x7.3 x4.5 mm yjycoin 益嘉源
__label__贴片电阻 , 	r23 res 200k 0.05 r0402 sig top l1 smd resistor rc0402jr 07200kl 311 200kjrct nd
__label__功率电感 , 	sph252010h150mt 片式 电感 15uh ± 20% dcr 0.795 ω 2.5 2.0 mm sunlord
__label__贴片电容 , 	14 c21 陶瓷 电容 cl31b106klhnnn 10 uf ± 10% 35v x7r 1206 em l 1 2200.0 cl31b106klhnnne 0.8752 2200.0 6 tme
__label__电容器阵列与网络 , 	电容器 阵列 网络 ca064x223k1racauto ca064x223k1racauto 电容器 阵列 网络 100volts . 022 uf 10% x7r auto
__label__轻触开关 , 	tc 1103 c d 12 12 5.5 插件 260gf 轻触 开关 through hole xkb
__label__金属膜电阻 , 	resistors metal film t646267 pprr 194 15391 390r 2w 5% pr02 mf resistor pprr 194 15391 pilkor 9000
__label__贴片高精密-低温漂电阻 , 	arg03ftc6981 ± 25ppm ± 1% 贴型 6.98 k 1 10w 贴型 6.98 k ω 6981 0603
__label__功率电感 , 	cd42yp0402 2r2m ± 20% 1.8 a 2.2 uh 60m ω smd 4.5 x4.0 x2.0 mm yjycoin 益嘉源
__label__金属膜电阻 , 	resistors metal film t401913 sfr2500002701ja500 2k7 0.4 w 5% sfr25 mf resistor 2322 181 43272 11000
__label__采样电阻 , 	cr1812jr068e04r ± 5% 0.068 ω r068 贴型 贴型 1 2w 0.068 1812 ever ohms 天二
__label__贴片高精密-低温漂电阻 , 	ar06btc3923 ± 0.1% 392k ω 3923 ± 25ppm ℃ 392k 贴型 1 8w ± 25ppm ℃ 贴型 1206
__label__功率电感 , 	fxl0412 1r0 m ± 20% 1uh 成型 电感 合金 电感 超大 电流 smd 4.2 x4.4 x1.0 mm cjiang
__label__无源晶体振荡器 , 	hc 49us 4mhz 20pf 20ppm hc 49us4mhz20pf20ppm yxc 晶振 580
__label__排针排母 , 	b2100r11pa001 210r 1 * 11p 3.5 4.8 2.54 3.0 2.54 mm 单排 弯 排针 单排 弯 排针 1 * 11p through hole p 2.54 mm ckmtw
__label__贴片高精密-低温漂电阻 , 	ptfr0402b470rp9 ± 25ppm ℃ 470 ± 0.1% ± 25ppm 贴型 贴型 60mw 470 ω 470r 0402 resistortoday 开步
__label__安规电容 , 	cy1151ke1ieb44q0a2 y1 安规 电容 容值 150pf ± 10% 脚距 10mm dersonic
__label__钽电容 , 	贴片 钽 电 100 uf 10v ± 10% case c 6032 500.0
__label__金属膜电阻 , 	resistors metal film t626376 pprr 193 15101 100r 1w 5% pr01 mf resistor pprr 193 15101 pilkor 21000
__label__功率电感 , 	电感 1 2512 2.2 uh 2.3 a 1000
__label__磁珠 , 	bead ferrite 100mhz l2 0805 l2 1885.827 377.953 0.0 top
__label__轻触开关 , 	ts 1186u b a 4.7 3.5 4.5 160gf 中龟 翘 脚 轻触 开关 带柱 smd xkb
__label__旋转编码开关 , 	ec11n1525404 through hole alps 阿尔卑斯
__label__NTC热敏电阻 , 	b57164k0470k052 b57164k0470k052 nd thermistor ntc 47ohm 2900k disc
__label__功率电感 , 	etqp4m220kvc 22uh ± 20% smd 10.7 x10x4mm
__label__轻触开关 , 	ts 1002 04526 插件 轻触 开关 260gf through hole 6x6x4.5 mm xunpu 普
__label__直插电解电容 , 	capacitors al electrolytic e583607 eks107m1ce07rr 100 uf 16v 2.5 mm 6.3 x7 105c al el capacitor eks samxon 13840
__label__贴片高精密-低温漂电阻 , 	arg03ftc6201 ± 1% 1 10w 6.2 k 贴型 贴型 6.2 k ω 6201 ± 25ppm ℃ 0603
__label__功率电感 , 	sqh4012s 330m lf 33uh ± 20% smd 4.2 x4.2 x1.2 mm coilmaster 统宇 电研
__label__贴片电阻 , 	0603 100k ω 1003 1% 0603waf1003t5e uni royal r18 1 10
__label__功率电感 , 	swpa4030s2r2nt 片式 电感 2.2 μ h ± 30% dcr 0.03 ω 4.0 4.0 mm sunlord
__label__74系列逻辑芯片 , 	sn74lvc245apw octal transceiver tssop20 farnell 1105934 1.16 6.0 0.0
__label__压接端子 , 	altech 阿尔泰 fii2206 端子 wire connector 22awg 0.34 sqmm ferrule ins . teal 6mm ul
__label__金属膜电阻 , 	resistors metal film t184080 mf006ff8202a10 82k 0.6 w 1% mf60s metal film resistor royal ohm 4000
__label__贴片高精密-低温漂电阻 , 	ar06dtcv2402 ± 0.5% 1 4w 贴型 贴型 24k ± 25ppm ℃ 24k ω 2402 1206
__label__采样电阻 , 	lr2512 22r045f4 2w ± 25ppm ° c 0.045 ω 贴型 ± 1% 合金 电阻 贴型 0.045 2512 ralec
__label__钽电容 , 	18247 cs15e0j4r7k1s 1 鉭 電容 4.7 uf 6.3 v nec 14500
